,,taxonID,scientificName,plotID,Easting,Northing,indvidualID,pointID,stem_distance,stem_azimuth,basalDiameter_cm,90degBasalDiameter_cm,diameterBreastHeight_cm,diameterBreastHeight_Height_cm,canopyDiameterMax_m,90degCanopyDiameter_m,canopyHeight_VD1,canopyHeight_VD2,stemRemarks,unknownID,stemStatus,canopyForm,living_percent,canopyInPlot_percent,healthStatus,materialSampleID,qf_DBH,qf_stemMap
1407,1407,QUKE,Quercus kelloggii,SOAP43,297057.5,4100719.9,563,center,4.4,213.9,0,0,1.3,10,0.5,0.7,1.3,0,,2,NA,,100,100,,,0,0
1408,1408,QUKE,Quercus kelloggii,SOAP331,297047.7,4100603.4,560,center,8.7,303.2,0,0,1,130,1.4,1.3,0.8,0,,982,NA,,100,100,,,0,0
1409,1409,QUKE,Quercus kelloggii,SOAP331,297059.9,4100603.2,502,center,6.8,47.2,0,0,1.5,10,0.9,0.6,1.3,0,,924,NA,,100,100,,,0,0
1537,1537,RHIL,Rhamnus ilicifolia,SOAP1695,299173.8,4100964.5,172,center,5.3,271.3,0,0,1,10,1.1,0.5,1.2,0,,1231,NA,Cone,100,100,,,0,0
1539,1539,RHIL,Rhamnus ilicifolia,SOAP1695,299174.1,4100964.5,174,center,5,271.9,0,0,0.8,10,1.2,0.6,0.7,0,,1233,NA,Cone,100,100,,,0,0
1541,1541,RHIL,Rhamnus ilicifolia,SOAP1695,299182.5,4100958.3,116,center,7,150.7,0,0,0.4,10,0.3,0,0.6,0,,1175,,NA,NA,NA,NA,NA,0,0
1542,1542,RHIL,Rhamnus ilicifolia,SOAP1695,299175.3,4100960.3,85,center,5.6,223.3,3,2,NA,0,1.3,1,0.6,0,hemi 80 live,1144,,NA,NA,NA,NA,NA,NA,0
1543,1543,RHIL,Rhamnus ilicifolia,SOAP1695,299171,4100964.2,101,center,8.1,268.4,0,0,0.5,10,0.8,1,0.6,0,,1160,,NA,NA,NA,NA,NA,0,0
1546,1546,RHIL,Rhamnus ilicifolia,SOAP1695,299183,4100957.9,115,center,7.5,149.2,0,0,0.6,10,0.5,0,0.9,0,,1174,,NA,NA,NA,NA,NA,0,0
1555,1555,RHIL,Rhamnus ilicifolia,SOAP1695,299174.5,4100966.2,167,center,5,291.4,9,1,NA,130,1,0.5,0.8,0,,1226,NA,Sphere,100,100,,,0,0
1556,1556,RHIL,Rhamnus ilicifolia,SOAP1695,299171.7,4100963.7,99,center,7.4,264.8,4,6,0,0,1.8,1,0.9,0,40 live hemi,1158,sprouting from dead,NA,NA,NA,NA,NA,0,0
1558,1558,RHIL,Rhamnus ilicifolia,SOAP1695,299174.6,4100965.1,176,center,4.6,279.1,0,0,0.5,10,1.2,0.5,0.9,0,,1235,NA,Cone,100,100,,,0,0
1559,1559,RHIL,Rhamnus ilicifolia,SOAP1695,299174,4100964.6,173,center,5.1,272.1,0,0,0.5,10,0.3,0.3,0.8,0,,1232,NA,,100,100,,,0,0
1560,1560,RHIL,Rhamnus ilicifolia,SOAP1695,299175.3,4100964.2,98,center,3.8,268,0,0,0.9,10,0.5,1,1.3,0,,1157,,NA,NA,NA,NA,NA,0,0
1562,1562,RHIL,Rhamnus ilicifolia,SOAP1695,299174.6,4100965.1,175,center,4.6,279.4,0,0,0.6,10,1.4,30,0.7,0,,1234,NA,Cone,100,100,,,0,0
1563,1563,RIRO,Ribes roezlii,SOAP1695,299174,4100965.9,166,center,5.3,286.2,22,22,NA,130,1,0.9,1.4,0,,1225,NA,Sphere,100,100,,,0,0
1564,1564,RIRO,Ribes roezlii,SOAP139,297040.1,4100092.8,309,SW,10.9,34.1,60,60,NA,130,1.1,1.2,0.8,0,7 stems,332,NA,,100,100,,,0,0
1565,1565,RIRO,Ribes roezlii,SOAP139,297039.1,4100088.1,320,SW,6.7,50,0,0,0.7,130,0.8,0.4,0.8,0,same root as 319,343,NA,Cone,100,100,,,0,0
1566,1566,RIRO,Ribes roezlii,SOAP143,299839.7,4100416.7,128,center,4.4,245.2,7,8,NA,130,0.7,0.5,0.9,0,5 stems,455,NA,Hemisphere,90,100,,,0,0
1567,1567,RIRO,Ribes roezlii,SOAP1695,299174.8,4100965,165,center,4.4,278.3,18,21,NA,130,1.4,1.6,1.3,0,,1224,NA,Sphere,100,100,,,0,0
1568,1568,RIRO,Ribes roezlii,SOAP43,297058.8,4100724.8,633,center,1.7,316.8,38,10,NA,130,1,0.9,1,0,5 stems,72,NA,,100,100,,,0,0
1569,1569,RIRO,Ribes roezlii,SOAP223,299297.8,4101470.3,988,center,5,135.1,9,1,NA,130,0.7,0.6,1.1,0,2 stems,667,NA,Cone,60,100,,,0,0
1570,1570,RIRO,Ribes roezlii,SOAP43,297061.4,4100725.9,619,center,2.7,30.9,26,15,NA,130,0.9,0.6,0.8,0,6 stems,58,NA,Hemisphere,100,100,,,0,0
1571,1571,RIRO,Ribes roezlii,SOAP139,297054.7,4100086.2,328,center,7.7,146.7,40,18,NA,130,1.9,1.1,1.5,0,4 stems,351,NA,,100,100,,,0,1
1572,1572,RIRO,Ribes roezlii,SOAP1695,299175.1,4100965.4,164,center,4.1,284,22,20,NA,130,2.8,3,1.8,0,,1223,NA,Sphere,100,100,,,0,0
1573,1573,RIRO,Ribes roezlii,SOAP139,297046.2,4100101.3,421,center,9.7,333.5,20,10,NA,130,0.8,0.3,1,0,4 stems,444,NA,,100,100,,,0,0
1574,1574,RIRO,Ribes roezlii,SOAP187,297530.5,4100549.6,214,center,3.1,267.9,48,31,NA,130,1,0.9,1.3,0,10 stems,568,NA,Cone,100,100,,,0,0
1575,1575,RIRO,Ribes roezlii,SOAP143,299849.4,4100427.8,1218,center,10.9,31.8,6,2,NA,130,0.7,0.6,1,0,2 stems,547,NA,,100,100,,,0,0
1576,1576,RIRO,Ribes roezlii,SOAP43,297060.4,4100721.7,590,center,1.9,166.7,0,0,0.8,10,0.6,0.6,0.9,0,,29,NA,,100,100,,,0,0
1577,1577,RIRO,Ribes roezlii,SOAP143,299849,4100426.7,1223,center,9.8,33,6,5,NA,130,0.9,0.4,1,0,3 stems,552,NA,Cone,100,100,,,0,0
1578,1578,RIRO,Ribes roezlii,SOAP1343,299588.2,4100964.5,769,SW,2.5,27.6,20,11,NA,130,1.2,1,1,0,24 stems,1060,NA,Cone,100,100,,,0,0
1579,1579,RIRO,Ribes roezlii,SOAP139,297039.1,4100088.1,319,SW,6.7,50,0,0,0.7,10,0.3,0.3,0.9,0,same root as 320,342,NA,Sphere,100,100,,,0,0
1580,1580,RIRO,Ribes roezlii,SOAP991,299149.5,4101473,956,SE,6.9,286.9,4,2,NA,130,0.8,0.3,1.1,0,3 stems,1033,NA,Cone,75,100,,,0,0
1581,1581,RIRO,Ribes roezlii,SOAP143,299849,4100426,1224,center,9.2,35.1,9,7,NA,130,1,0.5,0.8,0,4 stems,553,NA,Sphere,100,100,,,0,0
16,16,ARVI4,Arctostaphylos viscida,SJER2796,256047.7,4111548.5,1622,NE,5.8,31.4,43,31,NA,130,5.7,4.8,3.3,0,3 stems,340,NA,Hemisphere,70,100,,f095,0,0
58,58,ARVI4,Arctostaphylos viscida,SJER272,256722.9,4112170.2,1427,center,6,65.9,23,14,NA,130,5.9,4.3,1.7,0,2 stems,144,NA,Hemisphere,35,100,,,0,0
62,62,ARVI4,Arctostaphylos viscida,SJER112,257421.4,4111308.3,1511,center,17.2,57.1,22,12,NA,130,2.5,2.1,2.1,0,6 stems,71,NA,Sphere,70,100,,f035,0,0
75,75,ARVI4,Arctostaphylos viscida,SJER272,256720.5,4112177.2,1431,center,9.9,17.7,0,0,17.1,10,5.2,4.6,3,0,,148,NA,Sphere,80,100,,f087,0,0
78,78,ARVI4,Arctostaphylos viscida,SJER112,257406.2,4111283.9,1507,center,15.1,183,105,43,NA,130,8.5,6.1,3.8,0.7,"3 stems, old growth",67,NA,Hemisphere,85,100,,f034,0,0
89,89,ARVI4,Arctostaphylos viscida,SJER272,256714,4112173.6,1433,center,6.8,329.5,107,66,NA,130,3.3,2.5,1.7,0,3 stems,150,NA,Hemisphere,0,100,long dead,,0,0
97,97,ARVI4,Arctostaphylos viscida,SJER2796,256052,4111529.9,1620,SE,10.5,52.6,0,0,18.6,1,6.5,5.2,1.2,-2.6,,338,NA,Hemisphere,85,100,,f093,0,0
109,109,ARVI4,Arctostaphylos viscida,SJER272,256719.8,4112168.9,1425,center,2.6,65.6,73,66,NA,130,3.3,2.1,1.4,0,4 stems,142,NA,Hemisphere,85,100,,f086,0,0
118,118,ARVI4,Arctostaphylos viscida,SJER112,257398.7,4111285.4,1506,center,15.9,211.3,495,126,NA,130,7.5,6.9,2.3,-0.8,basal area crazy bc stems spread along ground and root away from main basal before branching aerially. main basal 55x90cm,66,NA,Hemisphere,55,100,,f033,0,0
141,141,ARVI4,Arctostaphylos viscida,SJER272,256718.6,4112173.5,1426,center,5.8,11.4,30,12,NA,130,2.5,2.9,1.7,0,3 stems,143,NA,Hemisphere,60,100,,,0,0
185,185,ARVI4,Arctostaphylos viscida,SJER272,256702,4112160.4,1435,center,17.1,244.5,62,41,NA,130,5.1,4.3,2,-0.7,8 stems,152,NA,Sphere,70,100,,f085,0,0
640,640,CECU,Ceanothus cuneatus,SJER1068,255857.6,4111576.4,1639,center,10,31.2,152,138,NA,130,6.6,4.5,1.5,-1.7,11 stems. crazy old cecu where stems collapsed and sprouted along ground,320,NA,Hemisphere,60,100,,,0,0
641,641,CECU,Ceanothus cuneatus,SJER916,257455.3,4109618.2,1560,center,5.4,285.9,0,0,6.2,0,1.3,1,1.2,0,,242,NA,Cone,90,100,,f005,1,0
646,646,CECU,Ceanothus cuneatus,SJER361,256954.8,4107528.1,1370,center,7.1,278.4,0,0,6.1,0,1.4,1.3,1.7,0,,191,NA,Cone,90,100,,,1,0
647,647,CECU,Ceanothus cuneatus,SJER1068,255862,4111575.2,1638,NE,2.6,194.5,0,0,9.3,1,2.2,2.2,2.1,0,,319,NA,Cone,100,100,,f078,0,0
648,648,CECU,Ceanothus cuneatus,SJER361,256948.5,4107522.2,1373,SW,6.1,327.7,104,29,NA,130,4.9,4.6,1.1,-1.8,8 stems,194,NA,Hemisphere,80,100,,f022,0,0
649,649,CECU,Ceanothus cuneatus,SJER3239,258503.4,4109866.6,1599,NE,3.7,269.8,0,0,6.5,10,3,2.4,2,0,crazy stem growing along ground and sprouting,357,NA,Hemisphere,70,100,,,0,0
650,650,CECU,Ceanothus cuneatus,SJER361,256967.8,4107520.1,1358,center,9.2,139.6,48,37,NA,130,3.6,2.4,2.1,0,8 stems,179,NA,Hemisphere,40,100,,,0,0
651,651,CECU,Ceanothus cuneatus,SJER361,256959.7,4107517.3,1372,center,10,192.3,39,22,NA,130,4.1,4,1.1,-1.5,4 stems,193,NA,Sphere,90,100,,f019,0,0
652,652,CECU,Ceanothus cuneatus,SJER361,256965.3,4107526.3,1354,center,3.6,102.6,216,87,NA,130,4.1,3.2,2.1,0,20 stems some run just below surface and resprout,175,NA,Hemisphere,85,100,,,0,0
655,655,CECU,Ceanothus cuneatus,SJER361,256969.4,4107523.3,1356,center,8.5,116.3,0,0,NA,130,1.8,1.4,2.3,0,f020,177,NA,Cone,100,100,,,0,0
662,662,CECU,Ceanothus cuneatus,SJER361,256956,4107523.3,1348,SW,7.5,34.4,100,50,NA,130,4.7,4.2,0.9,-1.5,14 stems,169,NA,Sphere,90,100,,,0,0
663,663,CECU,Ceanothus cuneatus,SJER3239,258503.1,4109864.7,1598,NE,4.4,245.3,0,0,8,1,1,0.8,2.9,0,,356,NA,Cylinder,80,100,,,0,0
666,666,CECU,Ceanothus cuneatus,SJER361,256961.8,4107525.7,1353,center,1.4,179.7,0,0,9.2,0,1.4,1.3,2,0,,174,NA,Cone,95,100,,,1,0
669,669,CECU,Ceanothus cuneatus,SJER361,256967.3,4107536.5,1364,center,10.9,30.4,18,11,NA,130,1.1,0.4,1,0,"2 stems, broken by fallen pine",185,NA,Hemisphere,0,100,dead,,0,0
670,670,CECU,Ceanothus cuneatus,SJER128,257072.3,4111389,1492,center,6.6,273.7,0,0,5,2,0.8,0.8,1,0,,109,NA,Cone,90,100,grazed,,0,0
671,671,CECU,Ceanothus cuneatus,SJER361,256955.5,4107531.2,1371,NW,6.9,147.8,112,57,NA,130,4.2,3.8,1,-1.7,14 stems,192,NA,Hemisphere,100,100,,,0,0
672,672,CECU,Ceanothus cuneatus,SJER361,256956.3,4107527.3,1369,center,5.5,272.8,0,0,4.2,0,0.7,0.7,1.3,0,,190,NA,Cone,100,100,,,1,0
673,673,CECU,Ceanothus cuneatus,SJER361,256958.3,4107524.9,1349,center,4.1,238.7,0,0,3.4,10,0.6,0.6,1.3,0,,170,NA,Cone,95,100,,,0,0
674,674,CECU,Ceanothus cuneatus,SJER361,256955.5,4107522,1347,SW,6.2,37,0,0,8.5,10,2.3,2.1,1.2,-1.4,,168,NA,Cone,95,100,,,0,0
675,675,CECU,Ceanothus cuneatus,SJER3239,258490.4,4109862.7,1606,center,8.8,310.3,0,0,6.9,1,1.2,0.8,1.4,0,,364,NA,Cone,95,100,,,0,0
677,677,CECU,Ceanothus cuneatus,SJER3239,258493.1,4109864.5,1605,center,8.5,331.8,0,0,4,1,0.9,0.8,1,0,,363,NA,Cone,100,100,,,0,0
678,678,CECU,Ceanothus cuneatus,SJER361,256957.7,4107529.2,1368,center,4.6,297.3,73,62,NA,130,4.8,4.7,0.9,-1.7,,189,NA,Hemisphere,85,100,,,0,0
679,679,CECU,Ceanothus cuneatus,SJER128,257086.9,4111390.1,1486,center,8.2,79.4,43,37,NA,130,5.8,5.1,2.5,-0.9,8 stems,103,NA,Sphere,60,100,,,0,0
684,684,CECU,Ceanothus cuneatus,SJER1068,255862.5,4111572.6,1637,NE,5.1,181.7,12,12,NA,130,1.5,1.5,1.7,0,5 stems,318,NA,Cone,100,100,,,0,0
686,686,CECU,Ceanothus cuneatus,SJER361,256958.6,4107526,1350,center,3.4,252,0,0,8.4,130,1.7,1.2,2.3,0,,171,NA,Cone,100,100,,,0,0
687,687,CECU,Ceanothus cuneatus,SJER916,257466.8,4109614.2,1556,center,6.8,111.7,102,48,NA,130,5.9,4.2,0.7,-2.1,6 stems,238,NA,Hemisphere,90,100,,f001,0,0
691,691,CECU,Ceanothus cuneatus,SJER361,256960.3,4107526.1,1351,center,1.8,238.8,0,0,6.4,0,1.6,1.3,2.1,0,,172,NA,Cone,100,100,,,1,0
693,693,CECU,Ceanothus cuneatus,SJER361,256961,4107528,1367,center,1.2,318.1,15,7,NA,130,1.7,1.6,1.9,0,2 stems,188,NA,Cone,100,100,,f361,0,0
694,694,CECU,Ceanothus cuneatus,SJER916,257458.9,4109617.3,1559,center,1.7,290.9,0,0,3.1,0,0.6,0.6,0.6,0,,241,NA,Cone,100,100,,,1,0
695,695,CECU,Ceanothus cuneatus,SJER916,257468.7,4109626,1558,center,12.4,41.4,53,53,NA,130,5.6,3.2,1,0,9 stems,240,NA,Hemisphere,0,100,long dead,,0,0
696,696,CECU,Ceanothus cuneatus,SJER361,256969.8,4107528.8,1363,center,8.2,77.7,44,35,NA,130,2.9,2.1,1.9,0,3 stems,184,NA,Hemisphere,60,100,,,0,0
697,697,CECU,Ceanothus cuneatus,SJER3239,258504.7,4109866.4,1601,NE,2.4,264.9,18,12,NA,130,2.6,2.5,0.8,-2.3,2 stems,359,NA,Sphere,100,100,,,0,0
699,699,CECU,Ceanothus cuneatus,SJER3239,258502.9,4109866,1600,NE,4.2,261.7,23,14,NA,130,2.7,2.6,2.1,0,3 stems,358,NA,Cone,50,100,,,0,0
700,700,CECU,Ceanothus cuneatus,SJER3239,258500.9,4109863.4,1603,NE,7,243,0,0,11.5,1,5,2.7,1.3,-1.4,,361,NA,Cone,70,100,,,0,0
702,702,CECU,Ceanothus cuneatus,SJER361,256960.3,4107542.5,1374,center,15.5,354.5,0,0,24.7,130,4.8,4.3,1.7,-1.6,,195,NA,Sphere,100,100,,"f021, outside 20x20 plot",0,0
703,703,CECU,Ceanothus cuneatus,SJER361,256953.8,4107521.7,1346,SW,5,23.3,0,0,9.5,10,2.2,1.6,2.2,0,,167,NA,Cone,95,100,,,0,0
704,704,CECU,Ceanothus cuneatus,SJER128,257087.9,4111391,1487,center,9.4,75,48,31,NA,130,6.5,4.6,1.4,-2.2,6 stems,104,NA,Hemisphere,0,100,dead,,0,0
710,710,CECU,Ceanothus cuneatus,SJER361,256961.5,4107520.4,1342,center,6.7,182.8,0,0,16.4,0,2.5,2.4,1.4,-1.6,,163,NA,Cone,85,100,,,1,0
711,711,CECU,Ceanothus cuneatus,SJER361,256967,4107522.4,1357,center,7,131.8,58,38,NA,130,4.3,4.3,1.1,-1.6,5 stems,178,NA,Sphere,70,100,not many lvs on live parts,,0,0
712,712,CECU,Ceanothus cuneatus,SJER361,256955.6,4107519.3,1345,center,9.9,218.6,124,1.6,NA,130,5.2,5.1,0.8,-1.5,19 stems,166,NA,Sphere,80,100,,,0,0
713,713,CECU,Ceanothus cuneatus,SJER3239,258493.3,4109851.7,1591,center,6.5,216.2,0,0,15.8,1,3.6,2.9,0.6,-2.2,,349,NA,Cone,100,100,,,0,0
714,714,CECU,Ceanothus cuneatus,SJER3239,258492.9,4109848.5,1592,SW,6.5,80.6,0,0,9,1,1.4,1.6,2.8,0,,350,NA,Cone,100,100,,,0,0
716,716,CECU,Ceanothus cuneatus,SJER1068,255858,4111579.8,1646,NE,5.1,294.2,67,45,NA,130,4.2,3.9,1.2,-1.7,6 stems,327,NA,Sphere,100,100,,f079,0,0
718,718,CECU,Ceanothus cuneatus,SJER3239,258493.6,4109858.5,1608,center,3.8,293.7,35,22,NA,130,5.2,5.1,2.4,-0.7,7 stems,366,NA,Sphere,90,100,,,0,0
719,719,CECU,Ceanothus cuneatus,SJER361,256961.6,4107529.6,1366,center,2.5,354.9,0,0,7.4,0,1.6,1.3,1.5,0,,187,NA,Cone,95,100,,,1,0
720,720,CECU,Ceanothus cuneatus,SJER361,256960.8,4107526.1,1352,center,1.4,224.8,0,0,8.6,0,2,1.7,2,0,,173,NA,Cone,100,100,,,1,0
722,722,CECU,Ceanothus cuneatus,SJER361,256961.5,4107519.2,1344,SE,10.5,281.6,0,0,6.9,10,1.8,1.2,2.3,0,,165,NA,Cone,95,100,,,0,0
725,725,CECU,Ceanothus cuneatus,SJER3239,258504.1,4109866.5,1602,NE,3,268.2,27,8,NA,130,2.8,2.5,2.6,0,3 stems,360,NA,Cone,75,100,,,0,0
726,726,CECU,Ceanothus cuneatus,SJER361,256967.7,4107517.6,1360,center,11.2,148,133,12,NA,130,4.7,3.2,0.8,-1.7,13 stems some emerging after running below the surface. 1 giant 30x40 basal stem,181,NA,Hemisphere,100,100,,,0,0
729,729,CECU,Ceanothus cuneatus,SJER361,256966.8,4107535.8,1365,center,10.1,29.7,40,19,NA,130,1,0.5,0.6,0,"2 stems, broken by fallen pine",186,NA,Cone,0,100,dead,,0,0
730,730,CECU,Ceanothus cuneatus,SJER916,257466.8,4109624.2,1557,center,9.8,40.3,0,0,3.4,0,1.1,0.9,1,0,,239,NA,Cone,100,100,,f002,1,0
731,731,CECU,Ceanothus cuneatus,SJER3239,258503.2,4109861.5,1596,NE,6.4,217.5,0,0,12,1,3.2,2.8,0.8,-0.7,,354,NA,Hemisphere,100,100,,,0,0
734,734,CECU,Ceanothus cuneatus,SJER361,256966.8,4107524.3,1355,center,5.7,119.5,0,0,23.9,10,4.6,4.7,1,-1.7,,176,NA,Cone,95,100,,,0,0
736,736,CECU,Ceanothus cuneatus,SJER916,257458.1,4109605.7,1561,center,11.2,192.4,31,14,NA,130,2,1.5,1.5,0,2 stems,243,NA,Sphere,100,100,,f004,0,0
738,738,CECU,Ceanothus cuneatus,SJER3239,258494.3,4109851.8,1589,center,5.9,208.3,0,0,7.1,1,1.5,1.2,0.5,-2.3,,347,NA,Cone,100,100,,,0,0
739,739,CECU,Ceanothus cuneatus,SJER3239,258499.4,4109862.4,1588,center,5.9,22.4,0,0,1.8,1,0.7,0.6,1,0,,346,NA,Cone,90,100,,,0,0
740,740,CECU,Ceanothus cuneatus,SJER361,256962,4107528.4,1361,center,1.3,10.2,11,7,NA,130,1.1,1.3,1.9,0,11 stems,182,NA,Cone,100,100,,,0,0
741,741,CECU,Ceanothus cuneatus,SJER3239,258498.4,4109851,1595,center,6.1,167.5,48,33,NA,130,5.9,5.7,0.9,-2.9,6 stems,353,NA,Hemisphere,70,100,,,0,0
743,743,CECU,Ceanothus cuneatus,SJER3239,258494,4109847.8,1593,SW,7.5,87.6,0,0,12.4,1,2.6,1.9,0.7,-2.1,,351,NA,Cone,100,100,,,0,0
744,744,CECU,Ceanothus cuneatus,SJER361,256960.8,4107519.6,1343,center,7.5,187.6,0,0,3.8,10,1.4,0.9,1.6,0,,164,NA,Cone,90,100,,,0,0
746,746,CECU,Ceanothus cuneatus,SJER3239,258494.3,4109850.7,1590,center,6.9,203.8,0,0,14.5,1,3.3,2.4,1.2,-2.5,,348,NA,Cone,100,100,,,0,0
750,750,CECU,Ceanothus cuneatus,SJER361,256966.1,4107520.4,1359,center,7.9,147.4,56,39,NA,130,4.3,3.3,0.9,-1.6,9 stems,180,NA,Hemisphere,60,100,,,0,0
751,751,CECU,Ceanothus cuneatus,SJER3239,258496.2,4109847.6,1594,center,9.4,185.4,18,8,NA,130,1.4,1.1,2.5,0,5 stems,352,NA,Cylinder,100,100,,,0,0
752,752,CECU,Ceanothus cuneatus,SJER3239,258491.6,4109859.9,1607,center,6.2,298.3,0,0,8.9,1,2.5,2.1,2,0,,365,NA,Sphere,100,100,,,0,0
753,753,CECU,Ceanothus cuneatus,SJER361,256963.2,4107529.1,1362,center,2.5,33.9,0,0,57,0,2.3,1.9,1.5,0,,183,NA,Cone,95,100,,,1,0
795,795,CELE2,Ceanothus leucodermis,SJER1068,255854.6,4111568.4,1635,center,2.3,75.7,0,0,19.3,10,3.9,3.8,0.8,-1.8,,316,NA,Sphere,45,100,,,0,0
796,796,CELE2,Ceanothus leucodermis,SJER1068,255854.4,4111563.6,1634,center,4.7,154.2,21,18,NA,130,1.5,0.7,0,0,3 stems,315,NA,Hemisphere,0,100,long dead,,0,0
797,797,CELE2,Ceanothus leucodermis,SJER1068,255859.4,4111572.7,1636,center,8.6,55.3,43,35,NA,130,6.4,6.5,1.6,-1.5,15 stems,317,NA,Hemisphere,90,100,,f077,0,0
798,798,CELE2,Ceanothus leucodermis,SJER2796,256026.8,4111524.3,1612,center,12.2,218.4,0,0,30.1,1,6.6,6,3.6,-0.8,,330,NA,Sphere,90,100,,f097,0,0
799,799,CELE2,Ceanothus leucodermis,SJER2796,256030.5,4111543.3,1619,center,10.2,337.6,76,27,NA,130,4.3,3.2,2.9,0,10 stems,337,NA,,0,100,dead w branches,,0,0
800,800,CELE2,Ceanothus leucodermis,SJER1068,255853.9,4111576.7,1640,center,9,9.8,NA,NA,24.6,1,6.2,4.1,0.5,-1.5,3 stems,321,NA,Hemisphere,0,100,dead and sprawling,,0,0
801,801,CELE2,Ceanothus leucodermis,SJER1068,255845.5,4111559,1632,SW,3.4,80,0,0,14.4,1,3.7,3.5,1.1,-1,,313,NA,Sphere,100,100,,,0,0
802,802,CELE2,Ceanothus leucodermis,SJER824,256182.9,4110056.1,1395,center,8.9,342.2,105,89,NA,130,5.7,4.9,1.6,-2.1,22 stems,206,NA,Sphere,60,100,,f047,0,0
803,803,CELE2,Ceanothus leucodermis,SJER2796,256019.7,4111534.6,1627,center,14.7,273,0,0,20.8,10,5.5,4.8,0.7,-2.1,,345,NA,Hemisphere,65,100,,f098,0,0
804,804,CELE2,Ceanothus leucodermis,SJER1068,255858.1,4111567.8,1633,center,5.7,90.6,100,48,NA,130,4.7,4.5,0.8,-1.7,3 stems 0,314,NA,Hemisphere,80,100,,f074,0,0
805,805,CELE2,Ceanothus leucodermis,SJER2796,256035.3,4111530.6,1614,center,3.4,164.4,0,0,17.3,1,5.1,4.3,2.2,-1.6,,332,NA,Cone,95,100,,f096,0,0
806,806,CELE2,Ceanothus leucodermis,SJER1068,255848.6,4111577.1,1641,center,10,338,138,58,NA,130,9.8,6.3,2.4,-1.6,7 stems,322,NA,Hemisphere,35,100,,f076,0,0
850,850,KEBR,Keckiella breviflora,SJER8,254749.3,4110239.8,1479,center,14.3,131.6,41,9,NA,130,1.5,1.3,1.2,0,7 stems,53,NA,Sphere,100,100,,f062,0,0
851,851,LUAL4,Lupinus albifrons,SJER952,255866.2,4110759.4,1700,center,5,273.6,8,5,NA,130,1.3,1.2,1.2,0,2 stems,298,NA,Cone,90,100,,,0,0
852,852,LUAL4,Lupinus albifrons,SJER952,255864.6,4110751.9,1660,center,9.7,222.9,0,0,3.3,130,0.9,0.8,0.7,0,,258,NA,Cone,100,100,,,0,0
853,853,LUAL4,Lupinus albifrons,SJER952,255863.5,4110749.8,1659,center,12,219.6,0,0,6.1,1,1.5,1.5,1.2,0,,257,NA,Cone,95,100,,,0,0
854,854,LUAL4,Lupinus albifrons,SJER952,255863.9,4110761.8,1697,center,7.8,290.9,0,0,9.8,10,1.5,0.9,0.9,0,,295,NA,Hemisphere,0,100,dead and horiz,,0,0
855,855,LUAL4,Lupinus albifrons,SJER952,255861.9,4110750,1658,center,13,225.9,0,0,4.6,1,0.6,0.6,1.1,0,,256,NA,Cone,0,100,dead,,0,0
856,856,LUAL4,Lupinus albifrons,SJER952,255863.7,4110754.5,1656,center,8.8,238.9,0,0,3.5,1,0.8,0.7,1,0,,254,NA,Cone,90,100,,,0,0
857,857,LUAL4,Lupinus albifrons,SJER952,255862.7,4110751.8,1657,center,11.2,229.7,0,0,15.3,1,2.8,2.4,1.7,0,,255,NA,Cone,85,100,,,0,0
858,858,LUAL4,Lupinus albifrons,SJER952,255879.4,4110766.6,1684,center,11.1,47.3,0,0,2.3,1,0.4,0.2,0.9,0,,282,NA,Cylinder,0,100,dead,,0,0
859,859,LUAL4,Lupinus albifrons,SJER952,255864.9,4110761.4,1698,center,6.7,290.3,0,0,2.6,1,0.4,0.4,0.7,0,,296,NA,Cone,95,100,,,0,0
860,860,LUAL4,Lupinus albifrons,SJER8,254748.4,4110267.4,1484,NE,8.5,357.4,0,0,14.3,5,3.7,3,2,0,3 stems at 20cm,58,NA,Hemisphere,70,100,,f065,0,0
861,861,LUAL4,Lupinus albifrons,SJER952,255865.8,4110760,1699,center,5.5,280.3,0,0,4.1,10,0.7,0.7,1.3,0,,297,NA,Cone,0,100,dead,,0,0
862,862,LUAL4,Lupinus albifrons,SJER952,255865.4,4110764.3,1694,center,7.8,312.1,0,0,10.8,10,1.5,1.5,0.6,0,,292,NA,Hemisphere,0,100,,,0,0
863,863,LUAL4,Lupinus albifrons,SJER952,255865.8,4110755.5,1655,center,6.5,236.8,0,0,5.9,1,1.4,1.3,1.5,0,,253,NA,Cone,95,100,,,0,0
864,864,LUAL4,Lupinus albifrons,SJER952,255879.5,4110763.4,1683,center,9.4,62.7,0,0,13,10,2.6,2,1.6,0,,281,NA,Cone,85,100,,f072,0,0
865,865,LUAL4,Lupinus albifrons,SJER952,255872.4,4110759.5,1677,center,1.3,71.1,0,0,5.2,1,1.3,1.2,1.1,0,,275,NA,Cone,100,100,,,0,0
866,866,LUAL4,Lupinus albifrons,SJER952,255861.9,4110764.1,1692,center,10.6,298.7,0,0,3.5,1,0.8,0.8,0.9,0,,290,NA,Cylinder,95,100,,,0,0
867,867,LUAL4,Lupinus albifrons,SJER952,255869.7,4110751,1662,center,8.2,190.5,0,0,10.9,10,2.5,2.3,2.2,0,,260,NA,Cone,90,100,,f069,0,0
868,868,LUAL4,Lupinus albifrons,SJER8,254740.9,4110254.5,1464,center,5.7,23.7,0,0,9.3,0,1.2,1,0.3,0,,38,NA,Hemisphere,0,100,long dead,,1,0
