unique_id,site_id,plot_id,bout_id,individual_id,aMeasuredBy,bMeasuredBy,tag_id,taxon_id,genus,species,evergreen vs deciduous,common_name,canopy_ht1,canopy_ht2,canopy_ht3,canopy_ht4,canopy_ht5,avg_canopy_ht,num_shots_or_samples,remarks,heightMaxVD1,heightMaxVD2,heightMinVD1,heightMinVD2,point_id,stem_azimuth,stem_distance,height1VD1,height1VD2,height2VD1,height2VD2,heightrange1,heightrange2,aop_plot,initials,punch_diameter,punch_scan_count,mass_count,total_sample_mass,mass_per_punch_leaf,total_sample_area,avg_punch_leaf_area,mass_per_area,plant_type,wyo_sample_id,fifteen_n,thirteen_c,total_n,total_c,notes
D314_F224,JERC,JERC_019,JERC00,F224,D03_BC15,D03_BC14,,SAAL5,Sassafras,albidum,deciduous,sassafras,,,,,,,,,3.6,0,2,0,41,324.8,4.9,,,,,3,2.5,JERC_019,BC15; BC14,1.905,17,17,0.4877,0.0287,48.45390269,2.8502,0.0101,,20140170.04,-2.3225398,-28.6703675,1.983862,50.2365865,REPLICATED; values here for first run only
D314_F225,JERC,JERC_019,JERC00,F225,D03_BC15,D03_BC14,,CAAM2,Callicarpa,americana,deciduous,American beautyberry,,,,,,,,,2.4,0,1.3,0,41,126.1,4.1,,,,,2.3,1.5,JERC_019,BC15; BC14,1.905,19,19,0.2838,0.0149,54.15436183,2.8502,0.0052,,,,,,,
D314_F226,JERC,JERC_019,JERC00,F226,D03_BC15,D03_BC14,,CAAM2,Callicarpa,americana,deciduous,American beautyberry,,,,,,,,,1.5,0,0.6,0,41,147.9,7.4,,,,,1.4,0.7,JERC_019,BC15; BC14,1.905,18,18,0.2093,0.0116,51.30413226,2.8502,0.0041,,,,,,,
D314_F227,JERC,JERC_019,JERC00,F227,D03_BC15,D03_BC14,,CAAM2,Callicarpa,americana,deciduous,American beautyberry,,,,,,,,,2,0,0.6,0,41,333.5,6.6,,,,,1.8,1.2,JERC_019,BC15; BC14,1.905,16,16,0.29,0.0181,45.60367312,2.8502,0.0064,,,,,,,
D314_F228,JERC,JERC_019,JERC00,F228,D03_BC15,D03_BC14,,ROPS,Robinia,pseudoacacia,deciduous,black locust,,,,,,,,,2,0,0.7,0,41,331.7,1.7,,,,,1.6,0.9,JERC_019,BC15; BC14,1.27,16,16,0.1301,0.0081,20.26829916,1.2668,0.0064,,,,,,,
D314_F229,JERC,JERC_019,JERC00,F229,D03_BC15,D03_BC14,,ROPS,Robinia,pseudoacacia,deciduous,black locust,,,,,,,,,1.5,0,0.9,0,41,305.3,11.2,,,,,1.5,1,JERC_019,BC15; BC14,1.905,15,15,0.248,0.0165,42.75344355,2.8502,0.0058,,20140170.05,0.4899892,-31.1160725,3.211774,47.0890634,
D314_F230,JERC,JERC_019,JERC00,F230,D03_BC15,D03_BC14,,ROPS,Robinia,pseudoacacia,deciduous,black locust,,,,,,,,,2.3,0,0.6,0,41,327.6,6.9,,,,,1.5,1,JERC_019,BC15; BC14,1.27,17,17,0.1219,0.0072,21.53506786,1.2668,0.0057,,,,,,,
D314_F231,JERC,JERC_019,JERC00,F231,D03_BC15,D03_BC14,,DIVI5,Diospyros,virginiana,deciduous,common persimmon,,,,,,,,,4.1,0,1.8,0,41,358.6,5.3,,,,,3,2.4,JERC_019,BC15; BC14,1.905,16,16,0.4387,0.0274,45.60367312,2.8502,0.0096,,,,,,,
D314_F232,JERC,JERC_019,JERC00,F232,D03_BC15,D03_BC14,,DIVI5,Diospyros,virginiana,deciduous,common persimmon,,,,,,,,,1.6,0,0.5,0,41,306.6,9,,,,,1.5,1,JERC_019,BC15; BC14,1.905,16,16,0.4274,0.0267,45.60367312,2.8502,0.0094,,20140170.05,-0.5779711,-30.4083625,1.3706302,47.0042953,
D314_F233,JERC,JERC_019,JERC00,F233,D03_BC15,D03_BC14,,DIVI5,Diospyros,virginiana,deciduous,common persimmon,,,,,,,,,2,0,0.6,0,41,271.5,3.4,,,,,1.9,1,JERC_019,BC15; BC14,1.905,17,17,0.3271,0.0192,48.45390269,2.8502,0.0068,,,,,,,
D314_F234,JERC,JERC_019,JERC00,F234,D03_BC15,D03_BC14,,LYJA,Lygodium,japonicum,deciduous,Japanese climbing fern,,,,,,,,did not map. sprawling vine marginally woody. Invasive species co-dominant at site thought would be interesting to sample and monitor,,,,,,,,,,,,0.7,0.4,JERC_019,BC15; BC14,,10,10,0.2179,0.0218,56.54195,5.6542,0.0039,,,,,,,
D314_F235,JERC,JERC_019,JERC00,F235,D03_BC15,D03_BC14,,LYJA,Lygodium,japonicum,deciduous,Japanese climbing fern,,,,,,,,did not map. sprawling vine marginally woody. Invasive species co-dominant at site thought would be interesting to sample and monitor,,,,,,,,,,,,0.6,0.3,JERC_019,BC15; BC14,,10,10,0.2974,0.0297,44.89404,4.4894,0.0066,,,,,,,
D314_F236,JERC,JERC_019,JERC00,F236,D03_BC15,D03_BC14,,LYJA,Lygodium,japonicum,deciduous,Japanese climbing fern,,,,,,,,did not map. sprawling vine marginally woody. Invasive species co-dominant at site thought would be interesting to sample and monitor,,,,,,,,,,,,1.3,0.8,JERC_019,BC15; BC14,,11,11,0.2822,0.0257,59.22251,5.3839,0.0048,,,,,,,
D314_F237,JERC,JERC_011,JERC00,F237,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,2.3,0,0.8,0,41,311.6,6.2,,,,,1.4,1,JERC_011,BC15; BC14,1.905,16,16,0.5326,0.0333,45.60367312,2.8502,0.0117,,,,,,,
D314_F238,JERC,JERC_011,JERC00,F238,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,1.9,0,0.7,0,41,326,9.3,,,,,1.5,1,JERC_011,BC15; BC14,1.905,18,18,0.6372,0.0354,51.30413226,2.8502,0.0124,,,,,,,
D314_F239,JERC,JERC_011,JERC00,F239,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,2.3,0,0.9,0,41,60.5,9.7,,,,,1.6,1.1,JERC_011,BC15; BC14,1.905,15,15,0.4745,0.0316,42.75344355,2.8502,0.0111,,20140170.03,-4.0951337,-30.2187275,1.3859561,47.7199278,
D314_F240,JERC,JERC_011,JERC00,F240,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,1.9,0,0.6,0,41,95.8,2,,,,,1.6,1.2,JERC_011,BC15; BC14,1.905,16,16,0.4913,0.0307,45.60367312,2.8502,0.0108,,,,,,,
D314_F241,JERC,JERC_011,JERC00,F241,D03_BC15,D03_BC14,,DIVI5,Diospyros,virginiana,deciduous,common persimmon,,,,,,,,,2,0,0.8,0,41,90.4,6.9,,,,,2,1.5,JERC_011,BC15; BC14,1.905,19,19,0.5349,0.0282,54.15436183,2.8502,0.0099,,,,,,,
D314_F242,JERC,JERC_011,JERC00,F242,D03_BC15,D03_BC14,,DIVI5,Diospyros,virginiana,deciduous,common persimmon,,,,,,,,,2,0,0.9,0,41,66.5,9.3,,,,,1.5,1,JERC_011,BC15; BC14,1.905,19,19,0.4472,0.0235,54.15436183,2.8502,0.0083,,,,,,,
D314_F243,JERC,JERC_011,JERC00,F243,D03_BC15,D03_BC14,,DIVI5,Diospyros,virginiana,deciduous,common persimmon,,,,,,,,,2,0,0.6,0,41,259.2,4.2,,,,,2,1.5,JERC_011,BC15; BC14,1.905,16,16,0.4393,0.0275,45.60367312,2.8502,0.0096,,20140170.03,-2.891051,-30.4963375,1.1227342,46.5281699,
D314_F244,JERC,JERC_011,JERC00,F244,D03_BC15,D03_BC14,,RHCO,Rhus,copallinum,deciduous,winged sumac,,,,,,,,,1.3,0,0.8,0,41,0.9,7.8,,,,,1.3,0.9,JERC_011,BC15; BC14,1.27,15,15,0.1716,0.0114,19.00153047,1.2668,0.009,,,,,,,
D314_F245,JERC,JERC_011,JERC00,F245,D03_BC15,D03_BC14,,RHCO,Rhus,copallinum,deciduous,winged sumac,,,,,,,,,1.2,0,0.7,0,41,83.3,4.6,,,,,1.1,0.8,JERC_011,BC15; BC14,1.27,21,21,0.2567,0.0122,26.60214265,1.2668,0.0096,,20140170.04,-6.6214053,-31.2959325,1.3402076,50.0285174,
D314_F246,JERC,JERC_011,JERC00,F246,D03_BC15,D03_BC14,,RHCO,Rhus,copallinum,deciduous,winged sumac,,,,,,,,,1,0,0.5,0,41,315.1,6.4,,,,,1,0.7,JERC_011,BC15; BC14,1.27,17,17,0.1666,0.0098,21.53506786,1.2668,0.0077,,,,,,,
D314_F247,JERC,JERC_011,JERC00,F247,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,*Just outside of 20x20 plot. Sampled anyway because we were lacking samples from mature PIPA,23.2,-1.6,9.3,-1.5,41,12.1,334.1,9.5,-1.5,9.7,-1.5,,,JERC_011,BC15; BC14,,15,15,0.89,0.0593,37.73811,2.5159,0.0236,,,,,,,
D314_F248,JERC,JERC_049,JERC00,F248,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,9.9,-1.6,2.6,-1.6,41,245.9,12.4,6.3,-1.5,6,-1.5,,,JERC_049,BC15; BC14,,15,15,0.7,0.0467,35.01407,2.3343,0.02,,,,,,,
D314_F249,JERC,JERC_049,JERC00,F249,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,21.7,-1.5,5.7,-1.5,41,329.5,20.2,6.5,-1.4,6.2,-1.5,,,JERC_049,BC15; BC14,,16,16,0.97,0.0606,39.80107,2.4876,0.0244,,20140170.06,-2.6128008,-30.0027,1.5042893,51.2912859,
D314_F250,JERC,JERC_049,JERC00,F250,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,19.6,-1.3,3.1,-1.3,41,56.4,10.1,5.6,-1.5,6.1,-1.5,,,JERC_049,BC15; BC14,,18,18,0.91,0.0506,40.68418,2.2602,0.0224,,,,,,,
D314_F251,JERC,JERC_049,JERC00,F251,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,22.8,-1.2,7.6,-1.2,41,132.4,20.1,6.7,-1.5,7,-1.4,,,JERC_049,BC15; BC14,,11,11,0.86,0.0782,32.12661,2.9206,0.0268,,,,,,,
D314_F252,JERC,JERC_049,JERC00,F252,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,22.2,-1.3,7.6,-1.3,41,351.6,3.5,7.8,1.3,,,,,JERC_049,BC15; BC14,,20,20,1.35,0.0675,51.8843,2.5942,0.026,,,,,,,
D314_F253,JERC,JERC_049,JERC00,F253,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,13.5,-1.3,3.5,-1.3,41,308.1,11.5,5.4,-1.4,6.8,-1.6,,,JERC_049,BC15; BC14,1.905,17,17,0.5329,0.0313,48.45390269,2.8502,0.011,,,,,,,
D314_F254,JERC,JERC_049,JERC00,F254,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,0.7,0,0.2,0,41,262.7,15.7,,,,,0.7,0.4,JERC_049,BC15; BC14,1.905,15,15,0.4426,0.0295,42.75344355,2.8502,0.0104,,20140170.06,-0.99935,-30.36633,1.5947172,47.4133056,
D314_F255,JERC,JERC_049,JERC00,F255,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,1.3,0,0.5,0,41,174.1,17.5,,,,,1.3,1,JERC_049,BC15; BC14,1.905,18,18,0.6125,0.034,51.30413226,2.8502,0.0119,,,,,,,
D314_F256,JERC,JERC_049,JERC00,F256,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,1.8,0,0.6,0,41,64.6,14.1,,,,,1.8,1,JERC_049,BC15; BC14,1.905,18,18,0.5884,0.0327,51.30413226,2.8502,0.0115,,,,,,,
D314_F257,JERC,JERC_049,JERC00,F257,D03_BC15,D03_BC14,,QUIN,Quercus,incana,deciduous,bluejack oak,,,,,,,,,1.9,0,0.7,0,41,202.5,11.7,,,,,1.7,1.4,JERC_049,BC15; BC14,1.27,18,18,0.272,0.0151,22.80183656,1.2668,0.0119,,,,,,,
D314_F258,JERC,JERC_049,JERC00,F258,D03_BC15,D03_BC14,,QUIN,Quercus,incana,deciduous,bluejack oak,,,,,,,,,1.4,0,0.6,0,41,161,18,,,,,1.3,0.8,JERC_049,BC15; BC14,1.27,19,19,0.2376,0.0125,24.06860526,1.2668,0.0099,,20140170.06,-2.4866874,-31.02712,1.5426382,47.568664,
D314_F259,JERC,JERC_049,JERC00,F259,D03_BC15,D03_BC14,,SAAL5,Sassafras,albidum,deciduous,sassafras,,,,,,,,,2.1,0,0.8,0,41,230.7,12,,,,,1.8,0.1,JERC_049,BC15; BC14,1.905,16,16,0.3652,0.0228,45.60367312,2.8502,0.008,,,,,,,
D314_F260,JERC,JERC_049,JERC00,F260,D03_BC15,D03_BC14,,SAAL5,Sassafras,albidum,deciduous,sassafras,,,,,,,,,1.6,0,1.1,0,41,112.4,20.8,,,,,1.6,1.1,JERC_049,BC15; BC14,1.905,17,17,0.3695,0.0217,48.45390269,2.8502,0.0076,,,,,,,
D314_F261,JERC,JERC_048,JERC00,F261,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,19.8,-1.6,7.4,-1.6,41,54.9,9.2,8.1,-1.6,7.2,-1.4,,,JERC_048,BC15; BC14,,13,13,0.77,0.0592,30.59494,2.3535,0.0252,,,,,,,
D314_F262,JERC,JERC_048,JERC00,F262,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,16.3,-1.4,6.4,-1.5,41,5.5,8.9,7.6,-1.5,,,,,JERC_048,BC15; BC14,,18,18,1.06,0.0589,43.46125,2.4145,0.0244,,,,,,,
D314_F263,JERC,JERC_048,JERC00,F263,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,16.7,-1.4,8,-1.4,41,165.5,17.7,8,-1.6,8.3,-1.6,,,JERC_048,BC15; BC14,,16,16,1,0.0625,39.6029,2.4752,0.0253,,20140170.05,-2.9941437,-29.1376125,1.0163084,47.9122593,
D314_F264,JERC,JERC_048,JERC00,F264,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,18.7,-1.4,7.3,-1.4,41,233.7,17.5,7.5,-1.5,,,,,JERC_048,BC15; BC14,,15,15,1.47,0.098,50.24031,3.3494,0.0293,,,,,,,
D314_F265,JERC,JERC_048,JERC00,F265,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,19,-1.4,8.4,-1.4,41,232,19.9,8.6,-1.6,,,,,JERC_048,BC15; BC14,,17,17,1.25,0.0735,44.97774,2.6457,0.0278,,,,,,,
D314_F266,JERC,JERC_048,JERC00,F266,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,2.4,0,1,0,41,9.2,15.4,,,,,1.8,1.5,JERC_048,BC15; BC14,1.905,15,15,0.5005,0.0334,42.75344355,2.8502,0.0117,,,,,,,
D314_F267,JERC,JERC_048,JERC00,F267,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,1.3,0,0.6,0,41,316.3,16,,,,,1.2,0.8,JERC_048,BC15; BC14,1.905,17,17,0.588,0.0346,48.45390269,2.8502,0.0121,,,,,,,
D314_F268,JERC,JERC_048,JERC00,F268,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,2,0,0.7,0,41,264.2,5.1,,,,,2,1.1,JERC_048,BC15; BC14,1.905,17,17,0.5338,0.0314,48.45390269,2.8502,0.011,,20140170.05,-1.9742266,-30.035935,1.6605259,48.2347963,
D314_F269,JERC,JERC_048,JERC00,F269,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,1.7,0,0.5,0,41,114.5,10.1,,,,,1.6,1,JERC_048,BC15; BC14,1.905,16,16,0.5576,0.0349,45.60367312,2.8502,0.0122,,,,,,,
D314_F270,JERC,JERC_048,JERC00,F270,D03_BC15,D03_BC14,,QUFA,Quercus,falcata,deciduous,southern red oak,,,,,,,,,16.2,-1.5,8.8,-1.4,41,55.4,20.8,9.2,-1.3,9.4,-1.3,,,JERC_048,BC15; BC14,1.905,16,16,0.5386,0.0337,45.60367312,2.8502,0.0118,,,,,,,
D314_F271,JERC,JERC_047,JERC00,F271,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,19.6,-1.4,4.7,-1.4,41,317,19.4,7.1,-1.3,7.3,-1.3,,,JERC_047,BC15; BC14,,17,17,1.19,0.07,48.92014,2.8777,0.0243,,,,,,,
D314_F272,JERC,JERC_047,JERC00,F272,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,20.4,-2,4.7,-1.7,41,250.3,9.3,7.7,-1.5,7.2,-1.5,,,JERC_047,BC15; BC14,,16,16,0.66,0.0413,34.43755,2.1523,0.0192,,20140170.05,-3.3384533,-27.8160325,0.9499905,47.8160325,
D314_F273,JERC,JERC_047,JERC00,F273,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,16.3,-2,7.5,-1.8,41,200.4,2.7,7.9,-1.5,,,,,JERC_047,BC15; BC14,,18,18,1.22,0.0678,51.20876,2.8449,0.0238,,,,,,,
D314_F274,JERC,JERC_047,JERC00,F274,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,20,-1.2,8.2,-1.3,41,337.5,8.5,8.4,-1.3,8.8,-1.3,,,JERC_047,BC15; BC14,,15,15,1.2,0.08,49.64111,3.3094,0.0242,,,,,,,
D314_F275,JERC,JERC_047,JERC00,F275,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,Not enough branches for >1 sample,11.3,-1.8,6.4,-1.5,61,262.6,7.3,7.2,-1.4,,,,,JERC_047,BC15; BC14,,15,15,1.03,0.0687,4.72764,0.3152,0.2179,,,,,,,
D314_F276,JERC,JERC_047,JERC00,F276,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,11.6,-1.8,3.9,-1.8,41,295.2,10.9,8,-1.5,8.4,-1.2,,,JERC_047,BC15; BC14,1.27,15,15,0.2087,0.0139,19.00153047,1.2668,0.011,,,,,,,
D314_F277,JERC,JERC_047,JERC00,F277,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,7.8,-2.2,2.1,-1.9,41,151,11.5,7.3,-1.8,7.4,-1.7,,,JERC_047,BC15; BC14,1.905,16,16,0.4753,0.0297,45.60367312,2.8502,0.0104,,,,,,,
D314_F278,JERC,JERC_047,JERC00,F278,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,8.1,-1.6,3,-1.5,59,101.8,8.3,6.3,-1.5,6.7,-1.8,,,JERC_047,BC15; BC14,1.905,18,18,0.5978,0.0332,51.30413226,2.8502,0.0117,,,,,,,
D314_F279,JERC,JERC_047,JERC00,F279,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,7.6,-1.6,-0.3,-1.6,41,349.4,14.6,6.2,-1.6,4.6,-1.5,,,JERC_047,BC15; BC14,1.905,17,17,0.5555,0.0327,48.45390269,2.8502,0.0115,,20140170.05,-3.1532868,-29.8824675,1.7192,47.600883,
D314_F280,JERC,JERC_047,JERC00,F280,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,12.1,-2.1,5.6,-1.7,41,218.6,24.1,7.7,-1.7,8.4,-1.4,,,JERC_047,BC15; BC14,1.27,18,18,0.2932,0.0163,22.80183656,1.2668,0.0129,,,,,,,
D314_F281,JERC,JERC_050,JERC00,F281,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,22.3,-1.3,8.3,-1.5,41,238.5,17.3,8.6,-1.5,,,,,JERC_050,BC15; BC14,,18,18,1.27,0.0706,49.50077,2.75,0.0257,,,,,,,
D314_F282,JERC,JERC_050,JERC00,F282,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,could only reach one sunlit branch,20.2,-1.6,7.4,-1.8,41,237.7,10.5,8.2,-1.6,,,,,JERC_050,BC15; BC14,,16,16,1.06,0.0663,48.10543,3.0066,0.022,,,,,,,
D314_F283,JERC,JERC_050,JERC00,F283,D03_BC15,D03_BC14,,PIPA2,Pinus,palustris,coniferous,longleaf pine,,,,,,,,,19.3,-1.6,9.3,-1.4,61,241.1,5.5,10.4,-1.2,9.5,-1.4,,,JERC_050,BC15; BC14,,17,17,1.3,0.0765,53.64461,3.1556,0.0242,,20140170.06,-3.8369015,-28.194325,0.8065918,48.1412005,
D314_F284,JERC,JERC_050,JERC00,F284,D03_BC15,D03_BC14,,QULA3,Quercus,laurifolia,deciduous,laurel oak,,,,,,,,,7.6,-2,1.3,-2,61,244,18.4,5.5,-1.8,4.7,-1.9,,,JERC_050,BC15; BC14,1.27,17,17,0.2641,0.0155,21.53506786,1.2668,0.0123,,,,,,,
D314_F285,JERC,JERC_050,JERC00,F285,D03_BC15,D03_BC14,,QULA3,Quercus,laurifolia,deciduous,laurel oak,,,,,,,,,10.9,-1.6,1.3,-1.6,61,261.7,22,4.9,-1.5,4.9,-1.7,,,JERC_050,BC15; BC14,1.27,16,16,0.2336,0.0146,20.26829916,1.2668,0.0115,,20140170.06,-3.6407251,-29.570645,1.9861208,47.9485322,
D314_F286,JERC,JERC_050,JERC00,F286,D03_BC15,D03_BC14,,QULA3,Quercus,laurifolia,deciduous,laurel oak,,,,,,,,,7.5,-1.9,2.5,-1.7,25,33.2,11.5,4.6,-1.6,4.9,-1.6,,,JERC_050,BC15; BC14,1.27,18,18,0.2629,0.0146,22.80183656,1.2668,0.0115,,,,,,,
D314_F287,JERC,JERC_050,JERC00,F287,D03_BC15,D03_BC14,,QULA3,Quercus,laurifolia,deciduous,laurel oak,,,,,,,,,10.9,-2.3,-0.5,-2,41,137.3,6.6,4.6,-1.4,6.1,-1.5,,,JERC_050,BC15; BC14,1.27,17,17,0.2427,0.0143,21.53506786,1.2668,0.0113,,,,,,,
D314_F288,JERC,JERC_050,JERC00,F288,D03_BC15,D03_BC14,,QULA3,Quercus,laurifolia,deciduous,laurel oak,,,,,,,,,12.1,-2.4,2.9,-1.6,57,129.6,10.9,3.8,-1.5,4.1,-1.5,,,JERC_050,BC15; BC14,1.27,18,18,0.2622,0.0146,22.80183656,1.2668,0.0115,,,,,,,
D314_F289,JERC,JERC_050,JERC00,F289,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,10.9,-1.6,2.3,-1.6,41,197.7,14.8,3.8,-1.8,6.8,-1.8,,,JERC_050,BC15; BC14,1.905,19,19,0.5179,0.0273,54.15436183,2.8502,0.0096,,,,,,,
D314_F290,JERC,JERC_050,JERC00,F290,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,7.2,-2,1.2,-2,41,297.1,19.1,4.6,-1.6,4.5,-1.6,,,JERC_050,BC15; BC14,1.905,18,18,0.6409,0.0356,51.30413226,2.8502,0.0125,,20140170.06,-3.1733048,-29.5892175,1.683534,48.3115877,
D314_F291,JERC,JERC_050,JERC00,F291,D03_BC15,D03_BC14,,QUMA,Quercus,margarettae,deciduous,runner oak,,,,,,,,,8,-2.2,-0.5,-2.2,41,310,8.1,3.3,-1,5.1,-1,,,JERC_050,BC15; BC14,1.905,16,16,0.5814,0.0363,45.60367312,2.8502,0.0127,,,,,,,
